sample,method,threshold,sig,p_value
DO225032,QP,0,COSMIC_3,5.01E-134
DO225032,QP,0.01,COSMIC_3,7.95E-58
DO225032,QP,0.05,COSMIC_3,1
DO225032,QP,0.1,COSMIC_3,1
DO225032,QP,0.2,COSMIC_3,1
DO225034,QP,0,COSMIC_3,2.20E-163
DO225034,QP,0.01,COSMIC_3,2.17E-164
DO225034,QP,0.05,COSMIC_3,1.62E-94
DO225034,QP,0.1,COSMIC_3,1
DO225034,QP,0.2,COSMIC_3,1
DO225035,QP,0,COSMIC_3,1.67E-165
DO225035,QP,0.01,COSMIC_3,1.67E-165
DO225035,QP,0.05,COSMIC_3,2.14E-165
DO225035,QP,0.1,COSMIC_3,3.57E-139
DO225035,QP,0.2,COSMIC_3,1
DO225037,QP,0,COSMIC_3,1.67E-165
DO225037,QP,0.01,COSMIC_3,1.67E-165
DO225037,QP,0.05,COSMIC_3,1.83E-165
DO225037,QP,0.1,COSMIC_3,4.68E-134
DO225037,QP,0.2,COSMIC_3,1
DO225039,QP,0,COSMIC_3,1.44E-05
DO225039,QP,0.01,COSMIC_3,1
DO225039,QP,0.05,COSMIC_3,1
DO225039,QP,0.1,COSMIC_3,1
DO225039,QP,0.2,COSMIC_3,1
DO225042,QP,0,COSMIC_3,1.67E-165
DO225042,QP,0.01,COSMIC_3,1.67E-165
DO225042,QP,0.05,COSMIC_3,1.67E-165
DO225042,QP,0.1,COSMIC_3,1.67E-165
DO225042,QP,0.2,COSMIC_3,1.67E-165
DO225044,QP,0,COSMIC_3,1.09E-164
DO225044,QP,0.01,COSMIC_3,1.74E-164
DO225044,QP,0.05,COSMIC_3,0.999951791
DO225044,QP,0.1,COSMIC_3,1
DO225044,QP,0.2,COSMIC_3,1
DO225046,QP,0,COSMIC_3,5.27E-80
DO225046,QP,0.01,COSMIC_3,1
DO225046,QP,0.05,COSMIC_3,1
DO225046,QP,0.1,COSMIC_3,1
DO225046,QP,0.2,COSMIC_3,1
DO225048,QP,0,COSMIC_3,1.67E-165
DO225048,QP,0.01,COSMIC_3,1.67E-165
DO225048,QP,0.05,COSMIC_3,1.67E-165
DO225048,QP,0.1,COSMIC_3,1.67E-165
DO225048,QP,0.2,COSMIC_3,1.67E-165
DO225049,QP,0,COSMIC_3,1
DO225049,QP,0.01,COSMIC_3,1
DO225049,QP,0.05,COSMIC_3,1
DO225049,QP,0.1,COSMIC_3,1
DO225049,QP,0.2,COSMIC_3,1
DO225051,QP,0,COSMIC_3,9.86E-163
DO225051,QP,0.01,COSMIC_3,1.00E-164
DO225051,QP,0.05,COSMIC_3,2.28E-137
DO225051,QP,0.1,COSMIC_3,6.62E-07
DO225051,QP,0.2,COSMIC_3,1
DO225054,QP,0,COSMIC_3,1.67E-165
DO225054,QP,0.01,COSMIC_3,1.67E-165
DO225054,QP,0.05,COSMIC_3,1.67E-165
DO225054,QP,0.1,COSMIC_3,8.07E-165
DO225054,QP,0.2,COSMIC_3,1.06E-19
DO225056,QP,0,COSMIC_3,2.42E-165
DO225056,QP,0.01,COSMIC_3,1.71E-165
DO225056,QP,0.05,COSMIC_3,1.82E-155
DO225056,QP,0.1,COSMIC_3,0.99999999
DO225056,QP,0.2,COSMIC_3,1
DO225058,QP,0,COSMIC_3,1.60E-35
DO225058,QP,0.01,COSMIC_3,1
DO225058,QP,0.05,COSMIC_3,1
DO225058,QP,0.1,COSMIC_3,1
DO225058,QP,0.2,COSMIC_3,1
DO225059,QP,0,COSMIC_3,4.70E-148
DO225059,QP,0.01,COSMIC_3,5.22E-130
DO225059,QP,0.05,COSMIC_3,1
DO225059,QP,0.1,COSMIC_3,1
DO225059,QP,0.2,COSMIC_3,1
DO225061,QP,0,COSMIC_3,2.15E-132
DO225061,QP,0.01,COSMIC_3,6.21E-83
DO225061,QP,0.05,COSMIC_3,1
DO225061,QP,0.1,COSMIC_3,1
DO225061,QP,0.2,COSMIC_3,1
DO225063,QP,0,COSMIC_3,0.050174123
DO225063,QP,0.01,COSMIC_3,1
DO225063,QP,0.05,COSMIC_3,1
DO225063,QP,0.1,COSMIC_3,1
DO225063,QP,0.2,COSMIC_3,1
DO225065,QP,0,COSMIC_3,1.67E-165
DO225065,QP,0.01,COSMIC_3,1.67E-165
DO225065,QP,0.05,COSMIC_3,1.67E-165
DO225065,QP,0.1,COSMIC_3,1.67E-165
DO225065,QP,0.2,COSMIC_3,1.67E-165
DO225067,QP,0,COSMIC_3,1.67E-165
DO225067,QP,0.01,COSMIC_3,1.67E-165
DO225067,QP,0.05,COSMIC_3,1.67E-165
DO225067,QP,0.1,COSMIC_3,1.67E-165
DO225067,QP,0.2,COSMIC_3,1.67E-165
DO225070,QP,0,COSMIC_3,1.67E-165
DO225070,QP,0.01,COSMIC_3,1.67E-165
DO225070,QP,0.05,COSMIC_3,1.67E-165
DO225070,QP,0.1,COSMIC_3,2.22E-165
DO225070,QP,0.2,COSMIC_3,1
DO225072,QP,0,COSMIC_3,1.67E-165
DO225072,QP,0.01,COSMIC_3,1.67E-165
DO225072,QP,0.05,COSMIC_3,1.67E-165
DO225072,QP,0.1,COSMIC_3,1.67E-165
DO225072,QP,0.2,COSMIC_3,1.67E-165
DO225074,QP,0,COSMIC_3,1.29E-74
DO225074,QP,0.01,COSMIC_3,6.38E-05
DO225074,QP,0.05,COSMIC_3,1
DO225074,QP,0.1,COSMIC_3,1
DO225074,QP,0.2,COSMIC_3,1
DO225076,QP,0,COSMIC_3,2.76E-114
DO225076,QP,0.01,COSMIC_3,1.14E-61
DO225076,QP,0.05,COSMIC_3,1
DO225076,QP,0.1,COSMIC_3,1
DO225076,QP,0.2,COSMIC_3,1
DO225077,QP,0,COSMIC_3,6.48E-32
DO225077,QP,0.01,COSMIC_3,1
DO225077,QP,0.05,COSMIC_3,1
DO225077,QP,0.1,COSMIC_3,1
DO225077,QP,0.2,COSMIC_3,1
DO225078,QP,0,COSMIC_3,7.30E-95
DO225078,QP,0.01,COSMIC_3,5.03E-14
DO225078,QP,0.05,COSMIC_3,1
DO225078,QP,0.1,COSMIC_3,1
DO225078,QP,0.2,COSMIC_3,1
DO225079,QP,0,COSMIC_3,1.67E-165
DO225079,QP,0.01,COSMIC_3,1.67E-165
DO225079,QP,0.05,COSMIC_3,1.67E-165
DO225079,QP,0.1,COSMIC_3,1.67E-165
DO225079,QP,0.2,COSMIC_3,1.67E-165
DO225080,QP,0,COSMIC_3,2.37E-79
DO225080,QP,0.01,COSMIC_3,7.15E-05
DO225080,QP,0.05,COSMIC_3,1
DO225080,QP,0.1,COSMIC_3,1
DO225080,QP,0.2,COSMIC_3,1
DO225081,QP,0,COSMIC_3,1.67E-165
DO225081,QP,0.01,COSMIC_3,1.67E-165
DO225081,QP,0.05,COSMIC_3,1.67E-165
DO225081,QP,0.1,COSMIC_3,1.67E-165
DO225081,QP,0.2,COSMIC_3,1.67E-165
DO225082,QP,0,COSMIC_3,9.77E-109
DO225082,QP,0.01,COSMIC_3,1.91E-47
DO225082,QP,0.05,COSMIC_3,1
DO225082,QP,0.1,COSMIC_3,1
DO225082,QP,0.2,COSMIC_3,1
DO225083,QP,0,COSMIC_3,1.67E-165
DO225083,QP,0.01,COSMIC_3,1.67E-165
DO225083,QP,0.05,COSMIC_3,1.67E-165
DO225083,QP,0.1,COSMIC_3,1.67E-165
DO225083,QP,0.2,COSMIC_3,1.67E-165
DO225084,QP,0,COSMIC_3,1.89E-160
DO225084,QP,0.01,COSMIC_3,2.47E-160
DO225084,QP,0.05,COSMIC_3,1.45E-14
DO225084,QP,0.1,COSMIC_3,1
DO225084,QP,0.2,COSMIC_3,1
DO225085,QP,0,COSMIC_3,1.58E-164
DO225085,QP,0.01,COSMIC_3,2.96E-165
DO225085,QP,0.05,COSMIC_3,8.53E-148
DO225085,QP,0.1,COSMIC_3,4.65E-11
DO225085,QP,0.2,COSMIC_3,1
DO225086,QP,0,COSMIC_3,7.15E-05
DO225086,QP,0.01,COSMIC_3,1
DO225086,QP,0.05,COSMIC_3,1
DO225086,QP,0.1,COSMIC_3,1
DO225086,QP,0.2,COSMIC_3,1
DO225087,QP,0,COSMIC_3,1.38E-31
DO225087,QP,0.01,COSMIC_3,1
DO225087,QP,0.05,COSMIC_3,1
DO225087,QP,0.1,COSMIC_3,1
DO225087,QP,0.2,COSMIC_3,1
DO225088,QP,0,COSMIC_3,5.14E-165
DO225088,QP,0.01,COSMIC_3,2.20E-165
DO225088,QP,0.05,COSMIC_3,1.68E-149
DO225088,QP,0.1,COSMIC_3,8.82E-07
DO225088,QP,0.2,COSMIC_3,1
DO225089,QP,0,COSMIC_3,1.67E-165
DO225089,QP,0.01,COSMIC_3,1.67E-165
DO225089,QP,0.05,COSMIC_3,1.67E-165
DO225089,QP,0.1,COSMIC_3,1.67E-165
DO225089,QP,0.2,COSMIC_3,1.67E-165
DO225090,QP,0,COSMIC_3,1.67E-165
DO225090,QP,0.01,COSMIC_3,1.67E-165
DO225090,QP,0.05,COSMIC_3,1.67E-165
DO225090,QP,0.1,COSMIC_3,1.67E-165
DO225090,QP,0.2,COSMIC_3,1.67E-165
DO225091,QP,0,COSMIC_3,1.09E-164
DO225091,QP,0.01,COSMIC_3,4.34E-165
DO225091,QP,0.05,COSMIC_3,1.92E-97
DO225091,QP,0.1,COSMIC_3,1
DO225091,QP,0.2,COSMIC_3,1
DO225092,QP,0,COSMIC_3,1.28E-29
DO225092,QP,0.01,COSMIC_3,1
DO225092,QP,0.05,COSMIC_3,1
DO225092,QP,0.1,COSMIC_3,1
DO225092,QP,0.2,COSMIC_3,1
DO225093,QP,0,COSMIC_3,2.58E-47
DO225093,QP,0.01,COSMIC_3,1
DO225093,QP,0.05,COSMIC_3,1
DO225093,QP,0.1,COSMIC_3,1
DO225093,QP,0.2,COSMIC_3,1
DO225094,QP,0,COSMIC_3,1.24E-159
DO225094,QP,0.01,COSMIC_3,1.74E-159
DO225094,QP,0.05,COSMIC_3,9.56E-15
DO225094,QP,0.1,COSMIC_3,1
DO225094,QP,0.2,COSMIC_3,1
DO225095,QP,0,COSMIC_3,1.38E-50
DO225095,QP,0.01,COSMIC_3,1
DO225095,QP,0.05,COSMIC_3,1
DO225095,QP,0.1,COSMIC_3,1
DO225095,QP,0.2,COSMIC_3,1
DO225096,QP,0,COSMIC_3,1.67E-165
DO225096,QP,0.01,COSMIC_3,1.67E-165
DO225096,QP,0.05,COSMIC_3,1.67E-165
DO225096,QP,0.1,COSMIC_3,2.43E-165
DO225096,QP,0.2,COSMIC_3,1
DO225097,QP,0,COSMIC_3,9.46E-51
DO225097,QP,0.01,COSMIC_3,1
DO225097,QP,0.05,COSMIC_3,1
DO225097,QP,0.1,COSMIC_3,1
DO225097,QP,0.2,COSMIC_3,1
DO225098,QP,0,COSMIC_3,1.99E-115
DO225098,QP,0.01,COSMIC_3,8.09E-48
DO225098,QP,0.05,COSMIC_3,1
DO225098,QP,0.1,COSMIC_3,1
DO225098,QP,0.2,COSMIC_3,1
DO225099,QP,0,COSMIC_3,3.88E-12
DO225099,QP,0.01,COSMIC_3,1
DO225099,QP,0.05,COSMIC_3,1
DO225099,QP,0.1,COSMIC_3,1
DO225099,QP,0.2,COSMIC_3,1
DO225100,QP,0,COSMIC_3,1.26E-121
DO225100,QP,0.01,COSMIC_3,1.06E-95
DO225100,QP,0.05,COSMIC_3,0.021722641
DO225100,QP,0.1,COSMIC_3,1
DO225100,QP,0.2,COSMIC_3,1
DO225101,QP,0,COSMIC_3,5.81E-137
DO225101,QP,0.01,COSMIC_3,9.31E-105
DO225101,QP,0.05,COSMIC_3,1
DO225101,QP,0.1,COSMIC_3,1
DO225101,QP,0.2,COSMIC_3,1
DO225102,QP,0,COSMIC_3,7.33E-103
DO225102,QP,0.01,COSMIC_3,1.81E-30
DO225102,QP,0.05,COSMIC_3,1
DO225102,QP,0.1,COSMIC_3,1
DO225102,QP,0.2,COSMIC_3,1
DO225103,QP,0,COSMIC_3,1.67E-165
DO225103,QP,0.01,COSMIC_3,1.67E-165
DO225103,QP,0.05,COSMIC_3,1.67E-165
DO225103,QP,0.1,COSMIC_3,1.67E-165
DO225103,QP,0.2,COSMIC_3,1.00E-113
DO225104,QP,0,COSMIC_3,1.67E-165
DO225104,QP,0.01,COSMIC_3,1.67E-165
DO225104,QP,0.05,COSMIC_3,1.67E-165
DO225104,QP,0.1,COSMIC_3,1.67E-165
DO225104,QP,0.2,COSMIC_3,1.67E-165
DO225105,QP,0,COSMIC_3,1.67E-165
DO225105,QP,0.01,COSMIC_3,1.67E-165
DO225105,QP,0.05,COSMIC_3,1.67E-165
DO225105,QP,0.1,COSMIC_3,1.67E-165
DO225105,QP,0.2,COSMIC_3,1.67E-165
DO225106,QP,0,COSMIC_3,1.67E-165
DO225106,QP,0.01,COSMIC_3,1.67E-165
DO225106,QP,0.05,COSMIC_3,1.67E-165
DO225106,QP,0.1,COSMIC_3,1.67E-165
DO225106,QP,0.2,COSMIC_3,1.67E-165
DO225107,QP,0,COSMIC_3,1.67E-165
DO225107,QP,0.01,COSMIC_3,1.67E-165
DO225107,QP,0.05,COSMIC_3,1.67E-165
DO225107,QP,0.1,COSMIC_3,1.67E-165
DO225107,QP,0.2,COSMIC_3,1.67E-165
DO225108,QP,0,COSMIC_3,1.67E-165
DO225108,QP,0.01,COSMIC_3,1.67E-165
DO225108,QP,0.05,COSMIC_3,1.67E-165
DO225108,QP,0.1,COSMIC_3,3.89E-135
DO225108,QP,0.2,COSMIC_3,1
DO225109,QP,0,COSMIC_3,8.18E-144
DO225109,QP,0.01,COSMIC_3,1.79E-128
DO225109,QP,0.05,COSMIC_3,0.999999972
DO225109,QP,0.1,COSMIC_3,1
DO225109,QP,0.2,COSMIC_3,1
DO225110,QP,0,COSMIC_3,4.59E-77
DO225110,QP,0.01,COSMIC_3,0.984298841
DO225110,QP,0.05,COSMIC_3,1
DO225110,QP,0.1,COSMIC_3,1
DO225110,QP,0.2,COSMIC_3,1
DO225111,QP,0,COSMIC_3,4.28E-31
DO225111,QP,0.01,COSMIC_3,1
DO225111,QP,0.05,COSMIC_3,1
DO225111,QP,0.1,COSMIC_3,1
DO225111,QP,0.2,COSMIC_3,1
DO225112,QP,0,COSMIC_3,2.42E-165
DO225112,QP,0.01,COSMIC_3,1.74E-165
DO225112,QP,0.05,COSMIC_3,2.42E-133
DO225112,QP,0.1,COSMIC_3,1
DO225112,QP,0.2,COSMIC_3,1
DO225113,QP,0,COSMIC_3,2.66E-121
DO225113,QP,0.01,COSMIC_3,1.27E-81
DO225113,QP,0.05,COSMIC_3,1
DO225113,QP,0.1,COSMIC_3,1
DO225113,QP,0.2,COSMIC_3,1
DO225114,QP,0,COSMIC_3,3.02E-108
DO225114,QP,0.01,COSMIC_3,1.85E-17
DO225114,QP,0.05,COSMIC_3,1
DO225114,QP,0.1,COSMIC_3,1
DO225114,QP,0.2,COSMIC_3,1
DO225115,QP,0,COSMIC_3,2.42E-165
DO225115,QP,0.01,COSMIC_3,1.68E-165
DO225115,QP,0.05,COSMIC_3,1.06E-164
DO225115,QP,0.1,COSMIC_3,8.53E-107
DO225115,QP,0.2,COSMIC_3,1
DO225116,QP,0,COSMIC_3,2.98E-154
DO225116,QP,0.01,COSMIC_3,1.77E-122
DO225116,QP,0.05,COSMIC_3,1
DO225116,QP,0.1,COSMIC_3,1
DO225116,QP,0.2,COSMIC_3,1
DO225117,QP,0,COSMIC_3,4.17E-07
DO225117,QP,0.01,COSMIC_3,1
DO225117,QP,0.05,COSMIC_3,1
DO225117,QP,0.1,COSMIC_3,1
DO225117,QP,0.2,COSMIC_3,1
DO225118,QP,0,COSMIC_3,2.16E-101
DO225118,QP,0.01,COSMIC_3,1.51E-18
DO225118,QP,0.05,COSMIC_3,1
DO225118,QP,0.1,COSMIC_3,1
DO225118,QP,0.2,COSMIC_3,1
DO225119,QP,0,COSMIC_3,1.71E-55
DO225119,QP,0.01,COSMIC_3,1
DO225119,QP,0.05,COSMIC_3,1
DO225119,QP,0.1,COSMIC_3,1
DO225119,QP,0.2,COSMIC_3,1
DO225120,QP,0,COSMIC_3,4.85E-141
DO225120,QP,0.01,COSMIC_3,1.28E-104
DO225120,QP,0.05,COSMIC_3,1
DO225120,QP,0.1,COSMIC_3,1
DO225120,QP,0.2,COSMIC_3,1
DO225121,QP,0,COSMIC_3,1.67E-165
DO225121,QP,0.01,COSMIC_3,1.67E-165
DO225121,QP,0.05,COSMIC_3,1.67E-165
DO225121,QP,0.1,COSMIC_3,2.69E-142
DO225121,QP,0.2,COSMIC_3,1
DO225122,QP,0,COSMIC_3,3.69E-120
DO225122,QP,0.01,COSMIC_3,9.12E-57
DO225122,QP,0.05,COSMIC_3,1
DO225122,QP,0.1,COSMIC_3,1
DO225122,QP,0.2,COSMIC_3,1
DO225123,QP,0,COSMIC_3,0.002960769
DO225123,QP,0.01,COSMIC_3,1
DO225123,QP,0.05,COSMIC_3,1
DO225123,QP,0.1,COSMIC_3,1
DO225123,QP,0.2,COSMIC_3,1
DO225124,QP,0,COSMIC_3,0.185546685
DO225124,QP,0.01,COSMIC_3,1
DO225124,QP,0.05,COSMIC_3,1
DO225124,QP,0.1,COSMIC_3,1
DO225124,QP,0.2,COSMIC_3,1
DO225125,QP,0,COSMIC_3,4.27E-50
DO225125,QP,0.01,COSMIC_3,1
DO225125,QP,0.05,COSMIC_3,1
DO225125,QP,0.1,COSMIC_3,1
DO225125,QP,0.2,COSMIC_3,1
DO225126,QP,0,COSMIC_3,5.28E-104
DO225126,QP,0.01,COSMIC_3,2.88E-27
DO225126,QP,0.05,COSMIC_3,1
DO225126,QP,0.1,COSMIC_3,1
DO225126,QP,0.2,COSMIC_3,1
DO225127,QP,0,COSMIC_3,9.89E-43
DO225127,QP,0.01,COSMIC_3,1
DO225127,QP,0.05,COSMIC_3,1
DO225127,QP,0.1,COSMIC_3,1
DO225127,QP,0.2,COSMIC_3,1
DO225128,QP,0,COSMIC_3,3.82E-73
DO225128,QP,0.01,COSMIC_3,0.975686325
DO225128,QP,0.05,COSMIC_3,1
DO225128,QP,0.1,COSMIC_3,1
DO225128,QP,0.2,COSMIC_3,1
DO225129,QP,0,COSMIC_3,0.000241201
DO225129,QP,0.01,COSMIC_3,1
DO225129,QP,0.05,COSMIC_3,1
DO225129,QP,0.1,COSMIC_3,1
DO225129,QP,0.2,COSMIC_3,1
DO225130,QP,0,COSMIC_3,1
DO225130,QP,0.01,COSMIC_3,1
DO225130,QP,0.05,COSMIC_3,1
DO225130,QP,0.1,COSMIC_3,1
DO225130,QP,0.2,COSMIC_3,1
DO225131,QP,0,COSMIC_3,1.02E-33
DO225131,QP,0.01,COSMIC_3,1
DO225131,QP,0.05,COSMIC_3,1
DO225131,QP,0.1,COSMIC_3,1
DO225131,QP,0.2,COSMIC_3,1
DO225132,QP,0,COSMIC_3,1.67E-165
DO225132,QP,0.01,COSMIC_3,1.67E-165
DO225132,QP,0.05,COSMIC_3,1.67E-165
DO225132,QP,0.1,COSMIC_3,1.67E-165
DO225132,QP,0.2,COSMIC_3,1.67E-165
DO225133,QP,0,COSMIC_3,8.71E-16
DO225133,QP,0.01,COSMIC_3,1
DO225133,QP,0.05,COSMIC_3,1
DO225133,QP,0.1,COSMIC_3,1
DO225133,QP,0.2,COSMIC_3,1
DO225134,QP,0,COSMIC_3,3.13E-155
DO225134,QP,0.01,COSMIC_3,2.23E-144
DO225134,QP,0.05,COSMIC_3,1
DO225134,QP,0.1,COSMIC_3,1
DO225134,QP,0.2,COSMIC_3,1
DO225135,QP,0,COSMIC_3,1.60E-126
DO225135,QP,0.01,COSMIC_3,1.04E-100
DO225135,QP,0.05,COSMIC_3,0.5462425
DO225135,QP,0.1,COSMIC_3,1
DO225135,QP,0.2,COSMIC_3,1
DO225136,QP,0,COSMIC_3,2.09E-162
DO225136,QP,0.01,COSMIC_3,4.31E-158
DO225136,QP,0.05,COSMIC_3,1
DO225136,QP,0.1,COSMIC_3,1
DO225136,QP,0.2,COSMIC_3,1
DO225137,QP,0,COSMIC_3,1.29E-137
DO225137,QP,0.01,COSMIC_3,1.33E-108
DO225137,QP,0.05,COSMIC_3,1
DO225137,QP,0.1,COSMIC_3,1
DO225137,QP,0.2,COSMIC_3,1
DO225138,QP,0,COSMIC_3,1.29E-07
DO225138,QP,0.01,COSMIC_3,1
DO225138,QP,0.05,COSMIC_3,1
DO225138,QP,0.1,COSMIC_3,1
DO225138,QP,0.2,COSMIC_3,1
DO225139,QP,0,COSMIC_3,1
DO225139,QP,0.01,COSMIC_3,1
DO225139,QP,0.05,COSMIC_3,1
DO225139,QP,0.1,COSMIC_3,1
DO225139,QP,0.2,COSMIC_3,1
DO225140,QP,0,COSMIC_3,1.67E-165
DO225140,QP,0.01,COSMIC_3,1.67E-165
DO225140,QP,0.05,COSMIC_3,1.67E-165
DO225140,QP,0.1,COSMIC_3,1.39E-112
DO225140,QP,0.2,COSMIC_3,1
DO225141,QP,0,COSMIC_3,1.34E-153
DO225141,QP,0.01,COSMIC_3,7.24E-148
DO225141,QP,0.05,COSMIC_3,0.007273108
DO225141,QP,0.1,COSMIC_3,1
DO225141,QP,0.2,COSMIC_3,1
DO225142,QP,0,COSMIC_3,9.48E-20
DO225142,QP,0.01,COSMIC_3,1
DO225142,QP,0.05,COSMIC_3,1
DO225142,QP,0.1,COSMIC_3,1
DO225142,QP,0.2,COSMIC_3,1
DO225143,QP,0,COSMIC_3,2.61E-105
DO225143,QP,0.01,COSMIC_3,1.26E-26
DO225143,QP,0.05,COSMIC_3,1
DO225143,QP,0.1,COSMIC_3,1
DO225143,QP,0.2,COSMIC_3,1
DO225144,QP,0,COSMIC_3,5.03E-79
DO225144,QP,0.01,COSMIC_3,0.149021312
DO225144,QP,0.05,COSMIC_3,1
DO225144,QP,0.1,COSMIC_3,1
DO225144,QP,0.2,COSMIC_3,1
DO225145,QP,0,COSMIC_3,5.81E-106
DO225145,QP,0.01,COSMIC_3,1.26E-28
DO225145,QP,0.05,COSMIC_3,1
DO225145,QP,0.1,COSMIC_3,1
DO225145,QP,0.2,COSMIC_3,1
DO225146,QP,0,COSMIC_3,1.45E-147
DO225146,QP,0.01,COSMIC_3,9.23E-128
DO225146,QP,0.05,COSMIC_3,1
DO225146,QP,0.1,COSMIC_3,1
DO225146,QP,0.2,COSMIC_3,1
DO225147,QP,0,COSMIC_3,1.67E-165
DO225147,QP,0.01,COSMIC_3,1.67E-165
DO225147,QP,0.05,COSMIC_3,1.20E-164
DO225147,QP,0.1,COSMIC_3,1.62E-50
DO225147,QP,0.2,COSMIC_3,1
DO225148,QP,0,COSMIC_3,0.000363257
DO225148,QP,0.01,COSMIC_3,1
DO225148,QP,0.05,COSMIC_3,1
DO225148,QP,0.1,COSMIC_3,1
DO225148,QP,0.2,COSMIC_3,1
DO225149,QP,0,COSMIC_3,1.84E-14
DO225149,QP,0.01,COSMIC_3,1
DO225149,QP,0.05,COSMIC_3,1
DO225149,QP,0.1,COSMIC_3,1
DO225149,QP,0.2,COSMIC_3,1
DO225150,QP,0,COSMIC_3,1
DO225150,QP,0.01,COSMIC_3,1
DO225150,QP,0.05,COSMIC_3,1
DO225150,QP,0.1,COSMIC_3,1
DO225150,QP,0.2,COSMIC_3,1
DO225151,QP,0,COSMIC_3,3.04E-116
DO225151,QP,0.01,COSMIC_3,4.69E-49
DO225151,QP,0.05,COSMIC_3,1
DO225151,QP,0.1,COSMIC_3,1
DO225151,QP,0.2,COSMIC_3,1
DO225152,QP,0,COSMIC_3,1.31E-145
DO225152,QP,0.01,COSMIC_3,2.27E-121
DO225152,QP,0.05,COSMIC_3,1
DO225152,QP,0.1,COSMIC_3,1
DO225152,QP,0.2,COSMIC_3,1
DO225153,QP,0,COSMIC_3,0.185546685
DO225153,QP,0.01,COSMIC_3,1
DO225153,QP,0.05,COSMIC_3,1
DO225153,QP,0.1,COSMIC_3,1
DO225153,QP,0.2,COSMIC_3,1
DO225154,QP,0,COSMIC_3,1.03E-140
DO225154,QP,0.01,COSMIC_3,1.81E-107
DO225154,QP,0.05,COSMIC_3,1
DO225154,QP,0.1,COSMIC_3,1
DO225154,QP,0.2,COSMIC_3,1
DO225155,QP,0,COSMIC_3,1.67E-165
DO225155,QP,0.01,COSMIC_3,1.67E-165
DO225155,QP,0.05,COSMIC_3,1.67E-165
DO225155,QP,0.1,COSMIC_3,3.21E-165
DO225155,QP,0.2,COSMIC_3,0.002756062
DO225156,QP,0,COSMIC_3,2.13E-21
DO225156,QP,0.01,COSMIC_3,1
DO225156,QP,0.05,COSMIC_3,1
DO225156,QP,0.1,COSMIC_3,1
DO225156,QP,0.2,COSMIC_3,1
DO225157,QP,0,COSMIC_3,2.64E-28
DO225157,QP,0.01,COSMIC_3,1
DO225157,QP,0.05,COSMIC_3,1
DO225157,QP,0.1,COSMIC_3,1
DO225157,QP,0.2,COSMIC_3,1
DO225158,QP,0,COSMIC_3,4.80E-78
DO225158,QP,0.01,COSMIC_3,0.671157307
DO225158,QP,0.05,COSMIC_3,1
DO225158,QP,0.1,COSMIC_3,1
DO225158,QP,0.2,COSMIC_3,1
DO225159,QP,0,COSMIC_3,2.42E-165
DO225159,QP,0.01,COSMIC_3,1.67E-165
DO225159,QP,0.05,COSMIC_3,1.06E-162
DO225159,QP,0.1,COSMIC_3,3.80E-11
DO225159,QP,0.2,COSMIC_3,1
DO225160,QP,0,COSMIC_3,2.42E-165
DO225160,QP,0.01,COSMIC_3,2.05E-165
DO225160,QP,0.05,COSMIC_3,1
DO225160,QP,0.1,COSMIC_3,1
DO225160,QP,0.2,COSMIC_3,1
DO225161,QP,0,COSMIC_3,0.050174123
DO225161,QP,0.01,COSMIC_3,1
DO225161,QP,0.05,COSMIC_3,1
DO225161,QP,0.1,COSMIC_3,1
DO225161,QP,0.2,COSMIC_3,1
DO225162,QP,0,COSMIC_3,3.90E-10
DO225162,QP,0.01,COSMIC_3,1
DO225162,QP,0.05,COSMIC_3,1
DO225162,QP,0.1,COSMIC_3,1
DO225162,QP,0.2,COSMIC_3,1
DO225163,QP,0,COSMIC_3,1.67E-165
DO225163,QP,0.01,COSMIC_3,1.67E-165
DO225163,QP,0.05,COSMIC_3,1.67E-165
DO225163,QP,0.1,COSMIC_3,1.67E-165
DO225163,QP,0.2,COSMIC_3,1.67E-165
DO225164,QP,0,COSMIC_3,1.67E-165
DO225164,QP,0.01,COSMIC_3,1.67E-165
DO225164,QP,0.05,COSMIC_3,1.67E-165
DO225164,QP,0.1,COSMIC_3,7.26E-165
DO225164,QP,0.2,COSMIC_3,1
DO225165,QP,0,COSMIC_3,6.88E-61
DO225165,QP,0.01,COSMIC_3,0.999999997
DO225165,QP,0.05,COSMIC_3,1
DO225165,QP,0.1,COSMIC_3,1
DO225165,QP,0.2,COSMIC_3,1
DO225166,QP,0,COSMIC_3,6.97E-156
DO225166,QP,0.01,COSMIC_3,5.66E-153
DO225166,QP,0.05,COSMIC_3,2.60E-16
DO225166,QP,0.1,COSMIC_3,1
DO225166,QP,0.2,COSMIC_3,1
DO225167,QP,0,COSMIC_3,1.67E-165
DO225167,QP,0.01,COSMIC_3,1.67E-165
DO225167,QP,0.05,COSMIC_3,1.67E-165
DO225167,QP,0.1,COSMIC_3,1.67E-165
DO225167,QP,0.2,COSMIC_3,1.67E-165
DO225168,QP,0,COSMIC_3,1.67E-165
DO225168,QP,0.01,COSMIC_3,1.67E-165
DO225168,QP,0.05,COSMIC_3,1.67E-165
DO225168,QP,0.1,COSMIC_3,1.67E-165
DO225168,QP,0.2,COSMIC_3,1.67E-165
DO225169,QP,0,COSMIC_3,1.67E-165
DO225169,QP,0.01,COSMIC_3,1.67E-165
DO225169,QP,0.05,COSMIC_3,1.67E-165
DO225169,QP,0.1,COSMIC_3,1.67E-165
