sample,method,threshold,sig,p_value
DO227475,QP,0.01,COSMIC_3,6.93E-144
DO227475,QP,0.05,COSMIC_3,0.000125564
DO227475,QP,0.1,COSMIC_3,1
DO227475,QP,0.2,COSMIC_3,1
DO227480,QP,0,COSMIC_3,3.36E-164
DO227480,QP,0.01,COSMIC_3,2.66E-165
DO227480,QP,0.05,COSMIC_3,9.97E-158
DO227480,QP,0.1,COSMIC_3,4.34E-71
DO227480,QP,0.2,COSMIC_3,1
DO227483,QP,0,COSMIC_3,1.80E-11
DO227483,QP,0.01,COSMIC_3,1
DO227483,QP,0.05,COSMIC_3,1
DO227483,QP,0.1,COSMIC_3,1
DO227483,QP,0.2,COSMIC_3,1
DO227494,QP,0,COSMIC_3,3.53E-165
DO227494,QP,0.01,COSMIC_3,1.76E-165
DO227494,QP,0.05,COSMIC_3,9.18E-148
DO227494,QP,0.1,COSMIC_3,1
DO227494,QP,0.2,COSMIC_3,1
DO227503,QP,0,COSMIC_3,3.04E-116
DO227503,QP,0.01,COSMIC_3,3.04E-48
DO227503,QP,0.05,COSMIC_3,1
DO227503,QP,0.1,COSMIC_3,1
DO227503,QP,0.2,COSMIC_3,1
DO227507,QP,0,COSMIC_3,4.13E-40
DO227507,QP,0.01,COSMIC_3,1
DO227507,QP,0.05,COSMIC_3,1
DO227507,QP,0.1,COSMIC_3,1
DO227507,QP,0.2,COSMIC_3,1
DO227510,QP,0,COSMIC_3,2.62E-38
DO227510,QP,0.01,COSMIC_3,1
DO227510,QP,0.05,COSMIC_3,1
DO227510,QP,0.1,COSMIC_3,1
DO227510,QP,0.2,COSMIC_3,1
DO227517,QP,0,COSMIC_3,6.01E-153
DO227517,QP,0.01,COSMIC_3,5.56E-114
DO227517,QP,0.05,COSMIC_3,1
DO227517,QP,0.1,COSMIC_3,1
DO227517,QP,0.2,COSMIC_3,1
DO227521,QP,0,COSMIC_3,4.80E-78
DO227521,QP,0.01,COSMIC_3,0.99420942
DO227521,QP,0.05,COSMIC_3,1
DO227521,QP,0.1,COSMIC_3,1
DO227521,QP,0.2,COSMIC_3,1
DO227529,QP,0,COSMIC_3,1.67E-165
DO227529,QP,0.01,COSMIC_3,1.67E-165
DO227529,QP,0.05,COSMIC_3,1.67E-165
DO227529,QP,0.1,COSMIC_3,1.67E-165
DO227529,QP,0.2,COSMIC_3,5.71E-81
DO227535,QP,0,COSMIC_3,6.02E-40
DO227535,QP,0.01,COSMIC_3,1
DO227535,QP,0.05,COSMIC_3,1
DO227535,QP,0.1,COSMIC_3,1
DO227535,QP,0.2,COSMIC_3,1
DO227561,QP,0,COSMIC_3,1.67E-165
DO227561,QP,0.01,COSMIC_3,1.67E-165
DO227561,QP,0.05,COSMIC_3,1.67E-165
DO227561,QP,0.1,COSMIC_3,1.73E-165
DO227561,QP,0.2,COSMIC_3,5.77E-39
DO227566,QP,0,COSMIC_3,9.13E-41
DO227566,QP,0.01,COSMIC_3,1
DO227566,QP,0.05,COSMIC_3,1
DO227566,QP,0.1,COSMIC_3,1
DO227566,QP,0.2,COSMIC_3,1
DO227593,QP,0,COSMIC_3,1.67E-165
DO227593,QP,0.01,COSMIC_3,1.67E-165
DO227593,QP,0.05,COSMIC_3,9.90E-154
DO227593,QP,0.1,COSMIC_3,1
DO227593,QP,0.2,COSMIC_3,1
DO227618,QP,0,COSMIC_3,1.12E-157
DO227618,QP,0.01,COSMIC_3,2.40E-147
DO227618,QP,0.05,COSMIC_3,1
DO227618,QP,0.1,COSMIC_3,1
DO227618,QP,0.2,COSMIC_3,1
DO227629,QP,0,COSMIC_3,1.67E-165
DO227629,QP,0.01,COSMIC_3,1.67E-165
DO227629,QP,0.05,COSMIC_3,6.59E-160
DO227629,QP,0.1,COSMIC_3,0.999999998
DO227629,QP,0.2,COSMIC_3,1
DO227651,QP,0,COSMIC_3,7.79E-143
DO227651,QP,0.01,COSMIC_3,2.48E-59
DO227651,QP,0.05,COSMIC_3,1
DO227651,QP,0.1,COSMIC_3,1
DO227651,QP,0.2,COSMIC_3,1
DO227701,QP,0,COSMIC_3,1.67E-165
DO227701,QP,0.01,COSMIC_3,1.67E-165
DO227701,QP,0.05,COSMIC_3,1.67E-165
DO227701,QP,0.1,COSMIC_3,1.67E-165
DO227701,QP,0.2,COSMIC_3,1.67E-165
DO227719,QP,0,COSMIC_3,9.40E-116
DO227719,QP,0.01,COSMIC_3,3.90E-29
DO227719,QP,0.05,COSMIC_3,1
DO227719,QP,0.1,COSMIC_3,1
DO227719,QP,0.2,COSMIC_3,1
DO227730,QP,0,COSMIC_3,2.85E-91
DO227730,QP,0.01,COSMIC_3,0.944204305
DO227730,QP,0.05,COSMIC_3,1
DO227730,QP,0.1,COSMIC_3,1
DO227730,QP,0.2,COSMIC_3,1
DO227749,QP,0,COSMIC_3,7.19E-62
DO227749,QP,0.01,COSMIC_3,1
DO227749,QP,0.05,COSMIC_3,1
DO227749,QP,0.1,COSMIC_3,1
DO227749,QP,0.2,COSMIC_3,1
DO227773,QP,0,COSMIC_3,1.50E-52
DO227773,QP,0.01,COSMIC_3,1
DO227773,QP,0.05,COSMIC_3,1
DO227773,QP,0.1,COSMIC_3,1
DO227773,QP,0.2,COSMIC_3,1
DO227776,QP,0,COSMIC_3,1.67E-165
DO227776,QP,0.01,COSMIC_3,1.67E-165
DO227776,QP,0.05,COSMIC_3,1.76E-165
DO227776,QP,0.1,COSMIC_3,4.63E-144
DO227776,QP,0.2,COSMIC_3,1
DO227787,QP,0,COSMIC_3,8.99E-67
DO227787,QP,0.01,COSMIC_3,0.999996953
DO227787,QP,0.05,COSMIC_3,1
DO227787,QP,0.1,COSMIC_3,1
DO227787,QP,0.2,COSMIC_3,1
DO227790,QP,0,COSMIC_3,1.99E-161
DO227790,QP,0.01,COSMIC_3,2.60E-160
DO227790,QP,0.05,COSMIC_3,0.790012879
DO227790,QP,0.1,COSMIC_3,1
DO227790,QP,0.2,COSMIC_3,1
DO227795,QP,0,COSMIC_3,9.20E-154
DO227795,QP,0.01,COSMIC_3,4.11E-150
DO227795,QP,0.05,COSMIC_3,0.000315717
DO227795,QP,0.1,COSMIC_3,1
DO227795,QP,0.2,COSMIC_3,1
DO227806,QP,0,COSMIC_3,6.72E-33
DO227806,QP,0.01,COSMIC_3,1
DO227806,QP,0.05,COSMIC_3,1
DO227806,QP,0.1,COSMIC_3,1
DO227806,QP,0.2,COSMIC_3,1
DO227809,QP,0,COSMIC_3,1.27E-15
DO227809,QP,0.01,COSMIC_3,1
DO227809,QP,0.05,COSMIC_3,1
DO227809,QP,0.1,COSMIC_3,1
DO227809,QP,0.2,COSMIC_3,1
DO227815,QP,0,COSMIC_3,1.67E-165
DO227815,QP,0.01,COSMIC_3,1.67E-165
DO227815,QP,0.05,COSMIC_3,1.67E-165
DO227815,QP,0.1,COSMIC_3,2.42E-165
DO227815,QP,0.2,COSMIC_3,1
DO227817,QP,0,COSMIC_3,5.14E-165
DO227817,QP,0.01,COSMIC_3,1.86E-165
DO227817,QP,0.05,COSMIC_3,1.14E-154
DO227817,QP,0.1,COSMIC_3,0.000779079
DO227817,QP,0.2,COSMIC_3,1
DO227820,QP,0,COSMIC_3,4.65E-163
DO227820,QP,0.01,COSMIC_3,2.36E-164
DO227820,QP,0.05,COSMIC_3,7.18E-46
DO227820,QP,0.1,COSMIC_3,1
DO227820,QP,0.2,COSMIC_3,1
DO227830,QP,0,COSMIC_3,2.73E-08
DO227830,QP,0.01,COSMIC_3,1
DO227830,QP,0.05,COSMIC_3,1
DO227830,QP,0.1,COSMIC_3,1
DO227830,QP,0.2,COSMIC_3,1
DO227836,QP,0,COSMIC_3,1.67E-165
DO227836,QP,0.01,COSMIC_3,7.19E-164
DO227836,QP,0.05,COSMIC_3,1
DO227836,QP,0.1,COSMIC_3,1
DO227836,QP,0.2,COSMIC_3,1
DO227838,QP,0,COSMIC_3,4.34E-154
DO227838,QP,0.01,COSMIC_3,7.52E-135
DO227838,QP,0.05,COSMIC_3,1
DO227838,QP,0.1,COSMIC_3,1
DO227838,QP,0.2,COSMIC_3,1
DO227846,QP,0,COSMIC_3,3.02E-139
DO227846,QP,0.01,COSMIC_3,7.89E-112
DO227846,QP,0.05,COSMIC_3,1
DO227846,QP,0.1,COSMIC_3,1
DO227846,QP,0.2,COSMIC_3,1
DO227854,QP,0,COSMIC_3,2.22E-148
DO227854,QP,0.01,COSMIC_3,8.36E-116
DO227854,QP,0.05,COSMIC_3,1
DO227854,QP,0.1,COSMIC_3,1
DO227854,QP,0.2,COSMIC_3,1
DO227857,QP,0,COSMIC_3,9.86E-163
DO227857,QP,0.01,COSMIC_3,1.09E-163
DO227857,QP,0.05,COSMIC_3,2.62E-90
DO227857,QP,0.1,COSMIC_3,1
DO227857,QP,0.2,COSMIC_3,1
DO227860,QP,0,COSMIC_3,5.01E-87
DO227860,QP,0.01,COSMIC_3,0.147233519
DO227860,QP,0.05,COSMIC_3,1
DO227860,QP,0.1,COSMIC_3,1
DO227860,QP,0.2,COSMIC_3,1
DO227862,QP,0,COSMIC_3,1.67E-165
DO227862,QP,0.01,COSMIC_3,2.07E-165
DO227862,QP,0.05,COSMIC_3,1
DO227862,QP,0.1,COSMIC_3,1
DO227862,QP,0.2,COSMIC_3,1
DO227871,QP,0,COSMIC_3,1.67E-165
DO227871,QP,0.01,COSMIC_3,1.67E-165
DO227871,QP,0.05,COSMIC_3,1.67E-165
DO227871,QP,0.1,COSMIC_3,1.72E-125
DO227871,QP,0.2,COSMIC_3,1
DO227878,QP,0,COSMIC_3,6.54E-06
DO227878,QP,0.01,COSMIC_3,1
DO227878,QP,0.05,COSMIC_3,1
DO227878,QP,0.1,COSMIC_3,1
DO227878,QP,0.2,COSMIC_3,1
DO227881,QP,0,COSMIC_3,4.59E-77
DO227881,QP,0.01,COSMIC_3,0.99996135
DO227881,QP,0.05,COSMIC_3,1
DO227881,QP,0.1,COSMIC_3,1
DO227881,QP,0.2,COSMIC_3,1
DO227892,QP,0,COSMIC_3,1.62E-95
DO227892,QP,0.01,COSMIC_3,2.80E-11
DO227892,QP,0.05,COSMIC_3,1
DO227892,QP,0.1,COSMIC_3,1
DO227892,QP,0.2,COSMIC_3,1
DO227903,QP,0,COSMIC_3,8.45E-137
DO227903,QP,0.01,COSMIC_3,1.25E-73
DO227903,QP,0.05,COSMIC_3,1
DO227903,QP,0.1,COSMIC_3,1
DO227903,QP,0.2,COSMIC_3,1
DO227909,QP,0,COSMIC_3,4.65E-117
DO227909,QP,0.01,COSMIC_3,1.78E-41
DO227909,QP,0.05,COSMIC_3,1
DO227909,QP,0.1,COSMIC_3,1
DO227909,QP,0.2,COSMIC_3,1
DO227916,QP,0,COSMIC_3,3.80E-136
DO227916,QP,0.01,COSMIC_3,1.45E-79
DO227916,QP,0.05,COSMIC_3,1
DO227916,QP,0.1,COSMIC_3,1
DO227916,QP,0.2,COSMIC_3,1
DO227921,QP,0,COSMIC_3,5.73E-10
DO227921,QP,0.01,COSMIC_3,1
DO227921,QP,0.05,COSMIC_3,1
DO227921,QP,0.1,COSMIC_3,1
DO227921,QP,0.2,COSMIC_3,1
DO227924,QP,0,COSMIC_3,1.89E-160
DO227924,QP,0.01,COSMIC_3,4.75E-163
DO227924,QP,0.05,COSMIC_3,1.65E-97
DO227924,QP,0.1,COSMIC_3,1
DO227924,QP,0.2,COSMIC_3,1
DO227932,QP,0,COSMIC_3,2.93E-50
DO227932,QP,0.01,COSMIC_3,1
DO227932,QP,0.05,COSMIC_3,1
DO227932,QP,0.1,COSMIC_3,1
DO227932,QP,0.2,COSMIC_3,1
DO227935,QP,0,COSMIC_3,1
DO227935,QP,0.01,COSMIC_3,1
DO227935,QP,0.05,COSMIC_3,1
DO227935,QP,0.1,COSMIC_3,1
DO227935,QP,0.2,COSMIC_3,1
DO227936,QP,0,COSMIC_3,7.48E-165
DO227936,QP,0.01,COSMIC_3,2.10E-165
DO227936,QP,0.05,COSMIC_3,8.20E-146
DO227936,QP,0.1,COSMIC_3,0.999881956
DO227936,QP,0.2,COSMIC_3,1
DO227939,QP,0,COSMIC_3,4.85E-44
DO227939,QP,0.01,COSMIC_3,1
DO227939,QP,0.05,COSMIC_3,1
DO227939,QP,0.1,COSMIC_3,1
DO227939,QP,0.2,COSMIC_3,1
DO227940,QP,0,COSMIC_3,1.58E-164
DO227940,QP,0.01,COSMIC_3,5.64E-164
DO227940,QP,0.05,COSMIC_3,1
DO227940,QP,0.1,COSMIC_3,1
DO227940,QP,0.2,COSMIC_3,1
DO227941,QP,0,COSMIC_3,9.38E-162
DO227941,QP,0.01,COSMIC_3,1.65E-163
DO227941,QP,0.05,COSMIC_3,7.57E-82
DO227941,QP,0.1,COSMIC_3,1
DO227941,QP,0.2,COSMIC_3,1
DO227942,QP,0,COSMIC_3,5.56E-159
DO227942,QP,0.01,COSMIC_3,1.04E-156
DO227942,QP,0.05,COSMIC_3,0.000762763
DO227942,QP,0.1,COSMIC_3,1
DO227942,QP,0.2,COSMIC_3,1
DO227943,QP,0,COSMIC_3,1.67E-165
DO227943,QP,0.01,COSMIC_3,1.67E-165
DO227943,QP,0.05,COSMIC_3,2.26E-165
DO227943,QP,0.1,COSMIC_3,5.03E-81
DO227943,QP,0.2,COSMIC_3,1
DO227944,QP,0,COSMIC_3,1.58E-164
DO227944,QP,0.01,COSMIC_3,2.48E-165
DO227944,QP,0.05,COSMIC_3,1.87E-86
DO227944,QP,0.1,COSMIC_3,1
DO227944,QP,0.2,COSMIC_3,1
DO227945,QP,0,COSMIC_3,1.67E-165
DO227945,QP,0.01,COSMIC_3,1.67E-165
DO227945,QP,0.05,COSMIC_3,1.67E-165
DO227945,QP,0.1,COSMIC_3,5.66E-165
DO227945,QP,0.2,COSMIC_3,1
DO227947,QP,0,COSMIC_3,1.09E-164
DO227947,QP,0.01,COSMIC_3,2.51E-165
DO227947,QP,0.05,COSMIC_3,8.39E-50
DO227947,QP,0.1,COSMIC_3,1
DO227947,QP,0.2,COSMIC_3,1
DO227948,QP,0,COSMIC_3,2.38E-45
DO227948,QP,0.01,COSMIC_3,1
DO227948,QP,0.05,COSMIC_3,1
DO227948,QP,0.1,COSMIC_3,1
DO227948,QP,0.2,COSMIC_3,1
DO227949,QP,0,COSMIC_3,5.28E-26
DO227949,QP,0.01,COSMIC_3,1
DO227949,QP,0.05,COSMIC_3,1
DO227949,QP,0.1,COSMIC_3,1
DO227949,QP,0.2,COSMIC_3,1
DO227950,QP,0,COSMIC_3,2.93E-123
DO227950,QP,0.01,COSMIC_3,1.34E-62
DO227950,QP,0.05,COSMIC_3,1
DO227950,QP,0.1,COSMIC_3,1
DO227950,QP,0.2,COSMIC_3,1
DO228306,QP,0,COSMIC_3,6.10E-138
DO228306,QP,0.01,COSMIC_3,1.53E-102
DO228306,QP,0.05,COSMIC_3,1
DO228306,QP,0.1,COSMIC_3,1
DO228306,QP,0.2,COSMIC_3,1
DO228314,QP,0,COSMIC_3,3.63E-158
DO228314,QP,0.01,COSMIC_3,4.13E-154
DO228314,QP,0.05,COSMIC_3,0.99999876
DO228314,QP,0.1,COSMIC_3,1
DO228314,QP,0.2,COSMIC_3,1
DO228317,QP,0,COSMIC_3,1
DO228317,QP,0.01,COSMIC_3,1
DO228317,QP,0.05,COSMIC_3,1
DO228317,QP,0.1,COSMIC_3,1
DO228317,QP,0.2,COSMIC_3,1
DO228324,QP,0,COSMIC_3,1.67E-165
DO228324,QP,0.01,COSMIC_3,1.67E-165
DO228324,QP,0.05,COSMIC_3,1.67E-165
DO228324,QP,0.1,COSMIC_3,9.20E-137
DO228324,QP,0.2,COSMIC_3,1
DO228328,QP,0,COSMIC_3,1.67E-165
DO228328,QP,0.01,COSMIC_3,1.67E-165
DO228328,QP,0.05,COSMIC_3,1.67E-165
DO228328,QP,0.1,COSMIC_3,1.67E-165
DO228328,QP,0.2,COSMIC_3,1.67E-165
DO228331,QP,0,COSMIC_3,5.01E-95
DO228331,QP,0.01,COSMIC_3,1
DO228331,QP,0.05,COSMIC_3,1
DO228331,QP,0.1,COSMIC_3,1
DO228331,QP,0.2,COSMIC_3,1
DO228345,QP,0,COSMIC_3,1.67E-165
DO228345,QP,0.01,COSMIC_3,1.67E-165
DO228345,QP,0.05,COSMIC_3,1.67E-165
DO228345,QP,0.1,COSMIC_3,2.17E-165
DO228345,QP,0.2,COSMIC_3,1
DO228352,QP,0,COSMIC_3,1.28E-98
DO228352,QP,0.01,COSMIC_3,1.53E-12
DO228352,QP,0.05,COSMIC_3,1
DO228352,QP,0.1,COSMIC_3,1
DO228352,QP,0.2,COSMIC_3,1
DO1000,QP,0,COSMIC_3,3.36E-164
DO1000,QP,0.01,COSMIC_3,4.43E-165
DO1000,QP,0.05,COSMIC_3,1.82E-139
DO1000,QP,0.1,COSMIC_3,0.72819142
DO1000,QP,0.2,COSMIC_3,1
DO1001,QP,0,COSMIC_3,1.67E-165
DO1001,QP,0.01,COSMIC_3,1.67E-165
DO1001,QP,0.05,COSMIC_3,1.67E-165
DO1001,QP,0.1,COSMIC_3,1.67E-165
DO1001,QP,0.2,COSMIC_3,1.67E-165
DO1002,QP,0,COSMIC_3,1.67E-165
DO1002,QP,0.01,COSMIC_3,1.67E-165
DO1002,QP,0.05,COSMIC_3,1.67E-165
DO1002,QP,0.1,COSMIC_3,1.67E-165
DO1002,QP,0.2,COSMIC_3,1.67E-165
DO1003,QP,0,COSMIC_3,1.67E-165
DO1003,QP,0.01,COSMIC_3,1.67E-165
DO1003,QP,0.05,COSMIC_3,1.67E-165
DO1003,QP,0.1,COSMIC_3,1.67E-165
DO1003,QP,0.2,COSMIC_3,1.67E-165
DO1004,QP,0,COSMIC_3,1.67E-165
DO1004,QP,0.01,COSMIC_3,1.67E-165
DO1004,QP,0.05,COSMIC_3,1.67E-165
DO1004,QP,0.1,COSMIC_3,1.67E-165
DO1004,QP,0.2,COSMIC_3,1.69E-165
DO1005,QP,0,COSMIC_3,1.67E-165
DO1005,QP,0.01,COSMIC_3,1.67E-165
DO1005,QP,0.05,COSMIC_3,1.67E-165
DO1005,QP,0.1,COSMIC_3,1.67E-165
DO1005,QP,0.2,COSMIC_3,1.67E-165
DO1006,QP,0,COSMIC_3,1.67E-165
DO1006,QP,0.01,COSMIC_3,1.67E-165
DO1006,QP,0.05,COSMIC_3,1.67E-165
DO1006,QP,0.1,COSMIC_3,1.67E-165
DO1006,QP,0.2,COSMIC_3,1.67E-165
DO1007,QP,0,COSMIC_3,8.93E-161
DO1007,QP,0.01,COSMIC_3,8.31E-162
DO1007,QP,0.05,COSMIC_3,1.95E-38
DO1007,QP,0.1,COSMIC_3,1
DO1007,QP,0.2,COSMIC_3,1
DO1008,QP,0,COSMIC_3,1.67E-165
DO1008,QP,0.01,COSMIC_3,1.67E-165
DO1008,QP,0.05,COSMIC_3,2.60E-165
DO1008,QP,0.1,COSMIC_3,6.07E-140
DO1008,QP,0.2,COSMIC_3,1
DO1009,QP,0,COSMIC_3,5.14E-165
DO1009,QP,0.01,COSMIC_3,1.80E-165
DO1009,QP,0.05,COSMIC_3,7.35E-160
DO1009,QP,0.1,COSMIC_3,4.61E-45
DO1009,QP,0.2,COSMIC_3,1
DO1010,QP,0,COSMIC_3,1.67E-165
DO1010,QP,0.01,COSMIC_3,1.67E-165
DO1010,QP,0.05,COSMIC_3,1.67E-165
DO1010,QP,0.1,COSMIC_3,1.67E-165
DO1010,QP,0.2,COSMIC_3,7.21E-18
DO1011,QP,0,COSMIC_3,1.67E-165
DO1011,QP,0.01,COSMIC_3,1.67E-165
DO1011,QP,0.05,COSMIC_3,1.67E-165
DO1011,QP,0.1,COSMIC_3,1.67E-165
DO1011,QP,0.2,COSMIC_3,1.67E-165
DO1012,QP,0,COSMIC_3,1.67E-165
DO1012,QP,0.01,COSMIC_3,1.67E-165
DO1012,QP,0.05,COSMIC_3,1.67E-165
DO1012,QP,0.1,COSMIC_3,1.67E-165
DO1012,QP,0.2,COSMIC_3,1.67E-165
DO1013,QP,0,COSMIC_3,1.67E-165
DO1013,QP,0.01,COSMIC_3,1.67E-165
DO1013,QP,0.05,COSMIC_3,1.67E-165
DO1013,QP,0.1,COSMIC_3,1.67E-165
DO1013,QP,0.2,COSMIC_3,1.67E-165
DO1014,QP,0,COSMIC_3,4.35E-92
DO1014,QP,0.01,COSMIC_3,1.45E-10
DO1014,QP,0.05,COSMIC_3,1
DO1014,QP,0.1,COSMIC_3,1
DO1014,QP,0.2,COSMIC_3,1
DO1015,QP,0,COSMIC_3,2.09E-162
DO1015,QP,0.01,COSMIC_3,6.40E-163
DO1015,QP,0.05,COSMIC_3,2.17E-07
DO1015,QP,0.1,COSMIC_3,1
DO1015,QP,0.2,COSMIC_3,1
DO1016,QP,0,COSMIC_3,1.67E-165
DO1016,QP,0.01,COSMIC_3,1.67E-165
DO1016,QP,0.05,COSMIC_3,2.02E-165
DO1016,QP,0.1,COSMIC_3,4.80E-21
DO1016,QP,0.2,COSMIC_3,1
DO1017,QP,0,COSMIC_3,6.77E-163
DO1017,QP,0.01,COSMIC_3,2.89E-164
DO1017,QP,0.05,COSMIC_3,4.04E-109
DO1017,QP,0.1,COSMIC_3,1
DO1017,QP,0.2,COSMIC_3,1
DO1018,QP,0,COSMIC_3,5.14E-165
DO1018,QP,0.01,COSMIC_3,3.39E-165
DO1018,QP,0.05,COSMIC_3,1.53E-54
DO1018,QP,0.1,COSMIC_3,1
DO1018,QP,0.2,COSMIC_3,1
DO1020,QP,0,COSMIC_3,1.67E-165
DO1020,QP,0.01,COSMIC_3,1.67E-165
DO1020,QP,0.05,COSMIC_3,1.67E-165
DO1020,QP,0.1,COSMIC_3,1.67E-165
DO1020,QP,0.2,COSMIC_3,1.67E-165
DO1076,QP,0,COSMIC_3,1.67E-165
DO1076,QP,0.01,COSMIC_3,1.67E-165
DO1076,QP,0.05,COSMIC_3,1
DO1076,QP,0.1,COSMIC_3,1
DO1076,QP,0.2,COSMIC_3,1
DO52538,QP,0,COSMIC_3,1.54E-23
DO52538,QP,0.01,COSMIC_3,1
DO52538,QP,0.05,COSMIC_3,1
DO52538,QP,0.1,COSMIC_3,1
DO52538,QP,0.2,COSMIC_3,1
DO52539,QP,0,COSMIC_3,1.67E-165
DO52539,QP,0.01,COSMIC_3,1.67E-165
DO52539,QP,0.05,COSMIC_3,1.67E-165
DO52539,QP,0.1,COSMIC_3,1.67E-165
DO52539,QP,0.2,COSMIC_3,3.12E-159
DO52540,QP,0,COSMIC_3,1.67E-165
DO52540,QP,0.01,COSMIC_3,1.67E-165
DO52540,QP,0.05,COSMIC_3,1.67E-165
DO52540,QP,0.1,COSMIC_3,1.69E-165
DO52540,QP,0.2,COSMIC_3,1
DO52542,QP,0,COSMIC_3,9.96E-148
DO52542,QP,0.01,COSMIC_3,6.92E-132
DO52542,QP,0.05,COSMIC_3,0.999999999
DO52542,QP,0.1,COSMIC_3,1
DO52542,QP,0.2,COSMIC_3,1
DO52543,QP,0,COSMIC_3,1.67E-165
DO52543,QP,0.01,COSMIC_3,1.67E-165
DO52543,QP,0.05,COSMIC_3,1.67E-165
DO52543,QP,0.1,COSMIC_3,1.67E-165
DO52543,QP,0.2,COSMIC_3,1.67E-165
DO52544,QP,0,COSMIC_3,1.67E-165
DO52544,QP,0.01,COSMIC_3,1.67E-165
DO52544,QP,0.05,COSMIC_3,1.67E-165
DO52544,QP,0.1,COSMIC_3,1.67E-165
DO52544,QP,0.2,COSMIC_3,1.67E-165
DO52545,QP,0,COSMIC_3,7.11E-118
DO52545,QP,0.01,COSMIC_3,1.31E-49
DO52545,QP,0.05,COSMIC_3,1
DO52545,QP,0.1,COSMIC_3,1
DO52545,QP,0.2,COSMIC_3,1
DO52546,QP,0,COSMIC_3,4.17E-07
DO52546,QP,0.01,COSMIC_3,1
DO52546,QP,0.05,COSMIC_3,1
DO52546,QP,0.1,COSMIC_3,1
DO52546,QP,0.2,COSMIC_3,1
DO52547,QP,0,COSMIC_3,1.33E-40
DO52547,QP,0.01,COSMIC_3,1
DO52547,QP,0.05,COSMIC_3,1
DO52547,QP,0.1,COSMIC_3,1
DO52547,QP,0.2,COSMIC_3,1
DO52548,QP,0,COSMIC_3,8.02E-97
DO52548,QP,0.01,COSMIC_3,8.05E-08
DO52548,QP,0.05,COSMIC_3,1
DO52548,QP,0.1,COSMIC_3,1
DO52548,QP,0.2,COSMIC_3,1
DO52549,QP,0,COSMIC_3,1.67E-165
DO52549,QP,0.01,COSMIC_3,1.67E-165
DO52549,QP,0.05,COSMIC_3,1.67E-165
DO52549,QP,0.1,COSMIC_3,2.19E-165
DO52549,QP,0.2,COSMIC_3,1
DO52550,QP,0,COSMIC_3,1.67E-165
DO52550,QP,0.01,COSMIC_3,1.67E-165
DO52550,QP,0.05,COSMIC_3,1.67E-165
DO52550,QP,0.1,COSMIC_3,1.67E-165
DO52550,QP,0.2,COSMIC_3,1.67E-165
DO52551,QP,0,COSMIC_3,1.67E-165
DO52551,QP,0.01,COSMIC_3,1.67E-165
DO52551,QP,0.05,COSMIC_3,1.67E-165
DO52551,QP,0.1,COSMIC_3,1.67E-165
DO52551,QP,0.2,COSMIC_3,1.67E-165
DO52552,QP,0,COSMIC_3,1.67E-165
DO52552,QP,0.01,COSMIC_3,1.67E-165
DO52552,QP,0.05,COSMIC_3,1.67E-165
DO52552,QP,0.1,COSMIC_3,1.67E-165
DO52552,QP,0.2,COSMIC_3,1.67E-165
DO52553,QP,0,COSMIC_3,1.67E-165
DO52553,QP,0.01,COSMIC_3,1.67E-165
DO52553,QP,0.05,COSMIC_3,1.67E-165
DO52553,QP,0.1,COSMIC_3,1.23E-138
DO52553,QP,0.2,COSMIC_3,1
DO52554,QP,0,COSMIC_3,1.67E-165
DO52554,QP,0.01,COSMIC_3,1.67E-165
DO52554,QP,0.05,COSMIC_3,1.67E-165
DO52554,QP,0.1,COSMIC_3,1.67E-165
DO52554,QP,0.2,COSMIC_3,1.67E-165
DO52555,QP,0,COSMIC_3,1.67E-165
DO52555,QP,0.01,COSMIC_3,1.67E-165
DO52555,QP,0.05,COSMIC_3,1.67E-165
DO52555,QP,0.1,COSMIC_3,1.67E-165
DO52555,QP,0.2,COSMIC_3,1.67E-165
DO52556,QP,0,COSMIC_3,1.67E-165
DO52556,QP,0.01,COSMIC_3,1.67E-165
DO52556,QP,0.05,COSMIC_3,1.67E-165
DO52556,QP,0.1,COSMIC_3,1.67E-165
DO52556,QP,0.2,COSMIC_3,1.67E-165
DO52557,QP,0,COSMIC_3,1.67E-165
DO52557,QP,0.01,COSMIC_3,1.67E-165
DO52557,QP,0.05,COSMIC_3,1.67E-165
DO52557,QP,0.1,COSMIC_3,1.67E-165
DO52557,QP,0.2,COSMIC_3,1.67E-165
DO52558,QP,0,COSMIC_3,1.67E-165
DO52558,QP,0.01,COSMIC_3,1.67E-165
DO52558,QP,0.05,COSMIC_3,4.43E-158
DO52558,QP,0.1,COSMIC_3,0.54360384
DO52558,QP,0.2,COSMIC_3,1
DO52559,QP,0,COSMIC_3,1.67E-165
DO52559,QP,0.01,COSMIC_3,1.67E-165
DO52559,QP,0.05,COSMIC_3,1.67E-165
DO52559,QP,0.1,COSMIC_3,1.67E-165
DO52559,QP,0.2,COSMIC_3,1.67E-165
DO52560,QP,0,COSMIC_3,1.67E-165
DO52560,QP,0.01,COSMIC_3,1.67E-165
DO52560,QP,0.05,COSMIC_3,9.38E-161
DO52560,QP,0.1,COSMIC_3,1
DO52560,QP,0.2,COSMIC_3,1
DO52561,QP,0,COSMIC_3,1.67E-165
DO52561,QP,0.01,COSMIC_3,1.67E-165
DO52561,QP,0.05,COSMIC_3,1.67E-165
DO52561,QP,0.1,COSMIC_3,1.67E-165
DO52561,QP,0.2,COSMIC_3,8.19E-124
